ev,ts,start,end,duration_ms,role,dp,tp,pid,phase,overlap_ms,overlap_ratio,union_overlap_ms,union_overlap_ratio,overlap_intensity,max_active_recv,n_recv,n_send,n_in_batch,n_sched,n_reqs
bookkeeping_start,1780280904.7742178,1780280904.7742178,1780280904.7743673,0.1494884490966797,decode,0,0,452715,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280904.7868397,1780280904.7868397,1780280904.7869635,0.12373924255371094,decode,1,0,452712,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280904.7868662,1780280904.7868662,1780280904.7869937,0.12755393981933594,decode,0,0,452715,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280904.7994328,1780280904.7994328,1780280904.7995722,0.13947486877441406,decode,0,0,452715,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280904.7994704,1780280904.7994704,1780280904.7996042,0.13375282287597656,decode,1,0,452712,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280904.812043,1780280904.812043,1780280904.8121772,0.1342296600341797,decode,0,0,452715,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280904.8120522,1780280904.8120522,1780280904.8121815,0.12922286987304688,decode,1,0,452712,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280904.8248563,1780280904.8248563,1780280904.8249896,0.13327598571777344,decode,1,0,452712,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280904.824897,1780280904.824897,1780280904.8250294,0.1323223114013672,decode,0,0,452715,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280904.837249,1780280904.837249,1780280904.8373992,0.15020370483398438,decode,1,0,452712,bookkeeping,0.15020370483398438,1.0,0.15020370483398438,1.0,1.0,1,,,,,
bookkeeping_start,1780280904.8431199,1780280904.8431199,1780280904.8432522,0.1323223114013672,decode,0,0,452715,bookkeeping,0.1323223114013672,1.0,0.1323223114013672,1.0,1.0,1,,,,,
bookkeeping_start,1780280904.8497927,1780280904.8497927,1780280904.8499207,0.12803077697753906,decode,0,0,452715,bookkeeping,0.2560615539550781,2.0,0.12803077697753906,1.0,2.0,2,,,,,
bookkeeping_start,1780280904.8553932,1780280904.8553932,1780280904.8555198,0.1266002655029297,decode,1,0,452712,bookkeeping,0.2532005310058594,2.0,0.1266002655029297,1.0,2.0,2,,,,,
bookkeeping_start,1780280904.8622644,1780280904.8622644,1780280904.862422,0.1575946807861328,decode,0,0,452715,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280904.8622704,1780280904.8622704,1780280904.8624246,0.15425682067871094,decode,1,0,452712,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280904.8750446,1780280904.8750446,1780280904.875172,0.12731552124023438,decode,0,0,452715,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280904.875068,1780280904.875068,1780280904.8751936,0.12564659118652344,decode,1,0,452712,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280904.887364,1780280904.887364,1780280904.8874934,0.12946128845214844,decode,1,0,452712,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280904.887384,1780280904.887384,1780280904.8875148,0.1308917999267578,decode,0,0,452715,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280904.8996787,1780280904.8996787,1780280904.899808,0.12922286987304688,decode,1,0,452712,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280904.8996906,1780280904.8996906,1780280904.8998256,0.13494491577148438,decode,0,0,452715,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280904.912258,1780280904.912258,1780280904.912406,0.1480579376220703,decode,1,0,452712,bookkeeping,0.1480579376220703,1.0,0.1480579376220703,1.0,1.0,1,,,,,
bookkeeping_start,1780280904.9179788,1780280904.9179788,1780280904.918108,0.12922286987304688,decode,0,0,452715,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280904.924903,1780280904.924903,1780280904.9250324,0.12946128845214844,decode,0,0,452715,bookkeeping,0.12946128845214844,1.0,0.12946128845214844,1.0,1.0,1,,,,,
bookkeeping_start,1780280904.9266975,1780280904.9266975,1780280904.926838,0.1404285430908203,decode,1,0,452712,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280904.937405,1780280904.937405,1780280904.937534,0.1289844512939453,decode,0,0,452715,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280904.9374282,1780280904.9374282,1780280904.9375594,0.13113021850585938,decode,1,0,452712,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280904.9497018,1780280904.9497018,1780280904.949828,0.12612342834472656,decode,1,0,452712,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280904.949707,1780280904.949707,1780280904.9498374,0.1304149627685547,decode,0,0,452715,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280904.9623709,1780280904.9623709,1780280904.9625008,0.12993812561035156,decode,1,0,452712,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280904.962413,1780280904.962413,1780280904.9625401,0.1270771026611328,decode,0,0,452715,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280904.9749122,1780280904.9749122,1780280904.9750412,0.1289844512939453,decode,1,0,452712,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280904.9749594,1780280904.9749594,1780280904.9750931,0.13375282287597656,decode,0,0,452715,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280904.9874647,1780280904.9874647,1780280904.98759,0.12540817260742188,decode,1,0,452712,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280904.9874945,1780280904.9874945,1780280904.9876225,0.12803077697753906,decode,0,0,452715,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280905.0001295,1780280905.0001295,1780280905.000258,0.1285076141357422,decode,1,0,452712,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280905.000145,1780280905.000145,1780280905.0002792,0.1342296600341797,decode,0,0,452715,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280905.0123029,1780280905.0123029,1780280905.012446,0.1430511474609375,decode,0,0,452715,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280905.0123196,1780280905.0123196,1780280905.012464,0.14448165893554688,decode,1,0,452712,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280905.0251486,1780280905.0251486,1780280905.0252807,0.13208389282226562,decode,1,0,452712,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280905.0251534,1780280905.0251534,1780280905.0252852,0.13184547424316406,decode,0,0,452715,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280905.0378966,1780280905.0378966,1780280905.0380232,0.1266002655029297,decode,0,0,452715,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280905.0379217,1780280905.0379217,1780280905.0380433,0.12159347534179688,decode,1,0,452712,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280905.050181,1780280905.050181,1780280905.0503085,0.12755393981933594,decode,0,0,452715,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280905.050207,1780280905.050207,1780280905.0503335,0.1266002655029297,decode,1,0,452712,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280905.0629058,1780280905.0629058,1780280905.063034,0.12826919555664062,decode,0,0,452715,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280905.0629392,1780280905.0629392,1780280905.063068,0.12874603271484375,decode,1,0,452712,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280905.0753195,1780280905.0753195,1780280905.0754642,0.14472007751464844,decode,0,0,452715,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280905.0753553,1780280905.0753553,1780280905.075499,0.1437664031982422,decode,1,0,452712,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280905.0880075,1780280905.0880075,1780280905.088136,0.1285076141357422,decode,0,0,452715,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
bookkeeping_start,1780280905.0880563,1780280905.0880563,1780280905.0881975,0.141143798828125,decode,1,0,452712,bookkeeping,0.0,0.0,0.0,0.0,0.0,0,,,,,
