ev,ts,start,end,duration_ms,role,dp,tp,pid,overlap_ms,overlap_ratio,union_overlap_ms,union_overlap_ratio,overlap_intensity,max_active_recv,max_xfer_pressure_GBps,avg_step_xfer_pressure_GBps,avg_active_xfer_pressure_GBps,bytes_during_step_MB,normalized_transfer_MB_per_ms
engine_step_start,1780383778.4828117,1780383778.4828117,1780383778.4967666,13.954877853393555,decode,0,0,1322412,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
engine_step_start,1780383778.4967682,1780383778.4967682,1780383778.510818,14.049768447875977,decode,1,0,1322414,11.356115341186523,0.808277757979942,11.356115341186523,0.808277757979942,1.0,1,1.7736144416597384,1.4335731044255797,1.7736144416597384,20.141370170282126,1.43357310442558
engine_step_start,1780383778.4967735,1780383778.4967735,1780383778.5108905,14.117002487182617,decode,0,0,1322412,11.428594589233398,0.8095624123895898,11.428594589233398,0.8095624123895898,1.0,1,1.7736144416597384,1.435851586039073,1.7736144416597381,20.2699204113387,1.435851586039073
engine_step_start,1780383778.510836,1780383778.510836,1780383778.5247307,13.894796371459961,decode,1,0,1322414,2.8150081634521484,0.20259441651366702,2.8150081634521484,0.20259441651366702,1.0,1,1.7736144416597384,0.35932438292826796,1.7736144416597381,4.992739132088787,0.35932438292826796
engine_step_start,1780383778.510897,1780383778.510897,1780383778.5247831,13.886213302612305,decode,0,0,1322412,2.7539730072021484,0.19832426214309015,2.7539730072021484,0.19832426214309015,1.0,1,1.7736144416597384,0.3517507754684964,1.7736144416597384,4.884486297514829,0.3517507754684964
engine_step_start,1780383778.5247486,1780383778.5247486,1780383778.538904,14.155387878417969,decode,1,0,1322414,13.213157653808594,0.9334366367984909,11.456727981567383,0.8093545779155157,1.153309886999771,2,2.9461951322990254,1.1955881880620531,1.4772118681793065,16.92401454487329,1.1955881880620531
engine_step_start,1780383778.5248,1780383778.5248,1780383778.538854,14.053821563720703,decode,0,0,1322412,13.163089752197266,0.9366199572490076,11.406660079956055,0.811641163098429,1.1539828188031687,2,2.9461951322990254,1.1999239982262195,1.478392241277569,16.8635177610976,1.199923998226219
engine_step_start,1780383778.5388684,1780383778.5388684,1780383778.552919,14.050483703613281,decode,0,0,1322412,2.951383590698242,0.21005565736781376,2.951383590698242,0.21005565736781376,1.0,1,1.2082947722737354,0.2538091526840523,1.2082947722737354,3.566141363615172,0.2538091526840523
engine_step_start,1780383778.53892,1780383778.53892,1780383778.5528758,13.955831527709961,decode,1,0,1322414,2.8998851776123047,0.20779021098488085,2.8998851776123047,0.20779021098488085,1.0,1,1.2082947722737354,0.25107182566268804,1.2082947722737354,3.5039161003030403,0.25107182566268804
engine_step_start,1780383778.5529032,1780383778.5529032,1780383778.566929,14.02592658996582,decode,1,0,1322414,2.0821094512939453,0.14844719441091977,2.0821094512939453,0.14844719441091977,1.0,1,1.510837001409825,0.22427951407149538,1.510837001409825,3.145728,0.22427951407149535
engine_step_start,1780383778.5529344,1780383778.5529344,1780383778.5668993,13.96489143371582,decode,0,0,1322412,2.0821094512939453,0.1490959998634183,2.0821094512939453,0.1490959998634183,1.0,1,1.510837001409825,0.22525975335584658,1.510837001409825,3.145728,0.22525975335584655
engine_step_start,1780383778.5669136,1780383778.5669136,1780383778.5809357,14.022111892700195,decode,0,0,1322412,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
engine_step_start,1780383778.5669458,1780383778.5669458,1780383778.5809708,14.024972915649414,decode,1,0,1322414,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
engine_step_start,1780383778.5814342,1780383778.5814342,1780383778.5948737,13.439416885375977,decode,0,0,1322412,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
engine_step_start,1780383778.5814493,1780383778.5814493,1780383778.5947654,13.316154479980469,decode,1,0,1322414,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
engine_step_start,1780383778.5947807,1780383778.5947807,1780383778.6088104,14.029741287231445,decode,1,0,1322414,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
engine_step_start,1780383778.59488,1780383778.59488,1780383778.6088865,14.006376266479492,decode,0,0,1322412,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
engine_step_start,1780383778.6088197,1780383778.6088197,1780383778.622851,14.031171798706055,decode,1,0,1322414,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
engine_step_start,1780383778.6088934,1780383778.6088934,1780383778.6228945,14.001131057739258,decode,0,0,1322412,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
engine_step_start,1780383778.6228595,1780383778.6228595,1780383778.6369102,14.050722122192383,decode,1,0,1322414,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
engine_step_start,1780383778.6229012,1780383778.6229012,1780383778.6369185,14.017343521118164,decode,0,0,1322412,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
engine_step_start,1780383778.6369178,1780383778.6369178,1780383778.6510236,14.105796813964844,decode,1,0,1322414,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
engine_step_start,1780383778.6369247,1780383778.6369247,1780383778.6510365,14.111757278442383,decode,0,0,1322412,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
engine_step_start,1780383778.65104,1780383778.65104,1780383778.6649928,13.95273208618164,decode,1,0,1322414,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
engine_step_start,1780383778.6510453,1780383778.6510453,1780383778.6650217,13.976335525512695,decode,0,0,1322412,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
engine_step_start,1780383778.6650004,1780383778.6650004,1780383778.6789014,13.900995254516602,decode,1,0,1322414,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
