value
21.204
4.877
6.975
18.004
28.594
9.212
9.547
11.572
17.538
10.15
9.113
10.294
9.859
10.253
9.812
19.446
9.737
9.841
0.563
0.874
20.868
12.365
10.4
11.448
40.572
22.072
10.928
2.512
11.351
11.363
21.933
25.863
10.845
11.86
11.908
0.897
34.648
12.041
21.681
23.7
12.065
27.177
28.656
24.37
24.302
12.424
12.04
26.486
23.575
13.658
39.245
11.753
12.106
31.264
15.989
11.93
12.182
28.383
29.441
12.838
12.583
24.507
13.764
12.723
31.377
12.73
19.884
12.694
12.528
12.882
32.175
12.114
50.751
27.701
19.12
27.547
12.844
12.448
13.179
34.688
33.842
12.903
12.997
25.202
39.276
18.867
19.439
12.632
13.138
25.872
34.582
18.588
12.696
13.425
13.192
14.74
17.83
33.529
13.804
13.407
12.935
26.26
13.367
26.824
14.051
13.458
12.47
26.515
15.448
30.709
10.55
24.671
26.175
26.676
13.41
13.24
14.695
27.571
13.749
12.069
13.935
40.53
13.444
26.475
34.759
13.369
33.778
24.974
13.12
30.214
32.921
14.319
14.305
26.915
17.833
14.021
17.977
13.974
14.382
14.12
13.696
0.993
31.329
24.734
2.506
13.632
18.748
14.02
14.138
13.661
14.107
24.551
27.621
33.17
29.579
32.463
14.844
27.859
14.455
0.944
13.373
13.252
13.172
2.129
13.875
13.287
2.167
20.575
13.145
13.505
5.64
23.079
30.371
17.833
13.279
14.336
14.109
30.047
25.918
13.507
13.799
55.283
13.947
13.797
0.569
28.794
26.578
18.086
20.867
14.842
19.337
2.242
13.038
35.623
14.006
14.45
13.919
27.969
13.895
27.536
22.602
13.553
28.501
14.371
0.546
34.115
27.448
13.687
13.588
13.958
0.906
27.28
13.797
13.736
14.176
13.738
22.299
28.404
13.809
23.478
14.404
14.105
34.73
13.82
13.811
22.307
20.791
13.591
14.4
37.527
14.261
27.318
13.851
14.134
31.715
14.465
14.788
14.356
13.758
14.029
14.225
15.709
13.859
13.652
27.786
13.294
14.186
22.438
48.261
25.663
19.598
9.969
13.532
14.335
14.153
35.334
14.291
13.745
27.516
