value
579.0
16.0
390.0
34.0
308.0
665.0
23.0
123.0
212.0
51.0
732.0
56.0
17.0
26.0
13.0
20.0
27.0
185.0
427.0
22.0
77.0
35.0
273.0
926.0
37.0
128.0
21.0
33.0
307.0
548.0
38.0
22.0
305.0
38.0
16.0
18.0
264.0
375.0
595.0
171.0
594.0
599.0
344.0
40.0
29.0
497.0
817.0
304.0
844.0
23.0
327.0
84.0
152.0
47.0
275.0
24.0
113.0
19.0
142.0
394.0
281.0
70.0
26.0
283.0
16.0
53.0
129.0
27.0
340.0
134.0
332.0
554.0
775.0
303.0
17.0
377.0
806.0
780.0
28.0
163.0
129.0
269.0
779.0
47.0
88.0
277.0
444.0
17.0
29.0
71.0
54.0
363.0
15.0
181.0
617.0
48.0
187.0
619.0
110.0
21.0
58.0
19.0
18.0
261.0
34.0
320.0
31.0
32.0
69.0
477.0
248.0
765.0
16.0
72.0
114.0
32.0
778.0
783.0
282.0
26.0
368.0
248.0
113.0
31.0
18.0
254.0
25.0
91.0
67.0
16.0
42.0
781.0
779.0
550.0
93.0
183.0
18.0
83.0
30.0
63.0
34.0
71.0
36.0
355.0
83.0
692.0
14.0
25.0
82.0
184.0
494.0
205.0
193.0
77.0
26.0
18.0
17.0
301.0
93.0
376.0
347.0
23.0
356.0
263.0
19.0
27.0
73.0
132.0
830.0
14.0
258.0
500.0
593.0
211.0
775.0
96.0
17.0
96.0
23.0
697.0
184.0
23.0
23.0
259.0
40.0
462.0
33.0
707.0
406.0
20.0
15.0
445.0
32.0
353.0
113.0
131.0
794.0
69.0
221.0
640.0
33.0
53.0
17.0
17.0
76.0
48.0
34.0
518.0
52.0
682.0
24.0
21.0
212.0
26.0
15.0
17.0
161.0
266.0
246.0
21.0
31.0
499.0
200.0
14.0
325.0
65.0
377.0
79.0
509.0
344.0
28.0
707.0
109.0
163.0
645.0
30.0
713.0
29.0
779.0
39.0
15.0
47.0
35.0
16.0
34.0
29.0
21.0
27.0
313.0
386.0
188.0
790.0
20.0
21.0
24.0
43.0
111.0
160.0
26.0
30.0
80.0
494.0
112.0
246.0
432.0
23.0
774.0
525.0
35.0
35.0
138.0
127.0
428.0
36.0
29.0
77.0
113.0
46.0
547.0
16.0
46.0
22.0
19.0
52.0
620.0
24.0
46.0
25.0
359.0
51.0
23.0
40.0
241.0
234.0
68.0
23.0
290.0
16.0
15.0
292.0
17.0
751.0
270.0
37.0
634.0
17.0
43.0
397.0
41.0
558.0
368.0
171.0
530.0
294.0
212.0
194.0
289.0
18.0
89.0
15.0
20.0
88.0
480.0
50.0
21.0
63.0
22.0
310.0
309.0
38.0
980.0
17.0
601.0
382.0
15.0
38.0
14.0
24.0
27.0
61.0
440.0
286.0
296.0
183.0
79.0
18.0
15.0
133.0
264.0
17.0
54.0
47.0
237.0
564.0
387.0
582.0
13.0
464.0
32.0
13.0
79.0
37.0
252.0
465.0
15.0
142.0
25.0
324.0
60.0
732.0
28.0
35.0
567.0
21.0
285.0
199.0
682.0
20.0
23.0
63.0
251.0
410.0
155.0
358.0
294.0
476.0
731.0
67.0
69.0
72.0
12.0
331.0
17.0
39.0
169.0
694.0
44.0
99.0
206.0
19.0
682.0
604.0
189.0
579.0
254.0
1011.0
94.0
163.0
239.0
481.0
19.0
24.0
619.0
49.0
30.0
14.0
791.0
15.0
18.0
29.0
58.0
317.0
234.0
235.0
574.0
523.0
44.0
15.0
24.0
202.0
16.0
21.0
110.0
24.0
23.0
453.0
517.0
15.0
13.0
30.0
776.0
15.0
15.0
525.0
23.0
784.0
42.0
509.0
298.0
25.0
721.0
301.0
47.0
18.0
280.0
13.0
49.0
565.0
683.0
142.0
302.0
219.0
282.0
397.0
603.0
415.0
43.0
323.0
42.0
446.0
38.0
205.0
605.0
788.0
799.0
28.0
19.0
15.0
584.0
17.0
15.0
54.0
26.0
30.0
77.0
19.0
18.0
72.0
70.0
254.0
32.0
870.0
41.0
359.0
42.0
31.0
50.0
493.0
316.0
356.0
79.0
14.0
90.0
61.0
155.0
679.0
13.0
20.0
18.0
105.0
150.0
501.0
45.0
42.0
29.0
22.0
29.0
778.0
268.0
270.0
229.0
707.0
292.0
17.0
353.0
13.0
777.0
16.0
379.0
276.0
321.0
73.0
559.0
348.0
222.0
378.0
130.0
510.0
34.0
667.0
435.0
16.0
26.0
291.0
447.0
125.0
314.0
23.0
124.0
115.0
27.0
59.0
29.0
21.0
37.0
306.0
28.0
15.0
139.0
354.0
247.0
849.0
29.0
32.0
56.0
724.0
16.0
31.0
257.0
23.0
375.0
572.0
249.0
273.0
29.0
25.0
21.0
461.0
65.0
116.0
751.0
188.0
87.0
53.0
17.0
774.0
183.0
731.0
145.0
599.0
249.0
65.0
50.0
38.0
777.0
367.0
25.0
589.0
279.0
21.0
420.0
175.0
45.0
24.0
125.0
586.0
253.0
380.0
163.0
173.0
19.0
430.0
347.0
298.0
398.0
22.0
173.0
210.0
408.0
106.0
77.0
610.0
652.0
29.0
37.0
21.0
50.0
650.0
367.0
410.0
323.0
58.0
450.0
37.0
224.0
24.0
49.0
277.0
56.0
44.0
365.0
677.0
20.0
28.0
289.0
19.0
16.0
31.0
161.0
21.0
44.0
68.0
58.0
33.0
362.0
814.0
15.0
956.0
14.0
15.0
35.0
176.0
45.0
36.0
839.0
37.0
38.0
34.0
43.0
31.0
550.0
28.0
21.0
93.0
137.0
360.0
446.0
421.0
424.0
20.0
31.0
27.0
437.0
14.0
574.0
444.0
340.0
24.0
23.0
649.0
777.0
29.0
318.0
18.0
531.0
475.0
317.0
76.0
19.0
701.0
16.0
13.0
36.0
166.0
802.0
692.0
1018.0
394.0
482.0
329.0
23.0
45.0
60.0
669.0
206.0
171.0
608.0
313.0
688.0
21.0
19.0
15.0
298.0
428.0
358.0
894.0
616.0
16.0
31.0
211.0
16.0
421.0
17.0
102.0
222.0
16.0
397.0
19.0
640.0
309.0
779.0
593.0
443.0
52.0
1018.0
18.0
134.0
404.0
170.0
125.0
347.0
25.0
659.0
162.0
422.0
15.0
86.0
822.0
268.0
234.0
34.0
428.0
280.0
21.0
19.0
343.0
538.0
68.0
61.0
31.0
107.0
192.0
486.0
57.0
105.0
326.0
15.0
68.0
39.0
29.0
340.0
33.0
31.0
281.0
820.0
136.0
38.0
39.0
64.0
225.0
22.0
700.0
26.0
501.0
289.0
262.0
421.0
24.0
214.0
575.0
714.0
15.0
365.0
21.0
425.0
265.0
19.0
66.0
405.0
251.0
26.0
316.0
57.0
84.0
483.0
455.0
461.0
424.0
340.0
291.0
889.0
438.0
523.0
34.0
617.0
618.0
289.0
14.0
17.0
79.0
49.0
39.0
16.0
164.0
15.0
360.0
45.0
35.0
212.0
21.0
31.0
294.0
372.0
288.0
14.0
284.0
348.0
210.0
28.0
15.0
389.0
358.0
257.0
29.0
26.0
234.0
